epoch,train_loss,train_acc,val_loss,val_acc
1,2.3641638788309964,20.125071063104034,2.2895610447113333,20.34956304619226
2,2.219018407301469,23.13814667424673,2.13151585826507,26.4669163545568
3,2.1460835153406315,25.298465036952816,2.1790140729684095,26.092384519350816
4,2.1095743320204994,26.12279704377487,2.1583808545882883,25.343320848938827
5,2.051851696317846,29.022171688459352,2.0345164835453033,33.58302122347066
6,2.029230139472268,29.277998862990334,2.065398495930892,29.962546816479403
7,2.0051750258965924,31.01193860147811,2.016731553352796,35.2059925093633
8,1.9377045826478438,34.02501421262081,1.9595979222884545,36.82896379525593
9,1.9369145144115796,32.46162592382035,1.9474804103374481,37.20349563046192
10,1.8886911002072422,34.96304718590108,1.9051218227698252,39.325842696629216
11,1.878211323781447,35.53155201819215,1.9176365286111832,35.70536828963795
12,1.8767097809097983,34.3376918703809,1.844529087153765,38.70162297128589
13,1.844023515961387,36.327458783399656,1.8144273743606532,37.82771535580524
14,1.8047242478890853,37.37919272313815,1.9064896871837287,35.580524344569284
15,1.7895613020116632,37.919272313814666,1.7794960187031672,40.823970037453186
16,1.7824688640507784,37.46446844798181,1.803363970409219,40.94881398252185
17,1.790287564017556,37.66344513928369,1.8121154246708522,41.19850187265918
18,1.744846837087111,38.40250142126208,1.7798693508912737,38.70162297128589
19,1.7455100828951056,39.22683342808414,1.7579858192744164,42.32209737827715
20,1.7311145945028825,39.62478681068789,1.7718776604160666,41.32334581772784
21,1.717749717018821,38.85730528709494,1.7247617296659603,42.69662921348314
22,1.7146936470812018,39.36895963615691,1.7317971774878411,42.69662921348314
23,1.7013744159178301,40.278567367822625,1.7278056423036525,42.69662921348314
24,1.6829748890616678,41.44400227401933,1.6541161145298526,43.82022471910113
25,1.6596125559373336,41.69982944855031,1.667663443260468,42.072409488139826
26,1.6487989750775425,41.04604889141557,1.775058036025327,39.45068664169788
27,1.6382530331611633,42.09778283115406,1.7531869906502275,39.45068664169788
28,1.5945584308017384,43.40534394542354,1.633540032001642,44.19475655430712
29,1.6308032751083374,41.92723138146675,1.6953365469458872,41.69787765293383
30,1.612214947830547,42.32518476407049,1.6944424215829572,42.32209737827715
31,1.584460397200151,44.34337691870381,1.670917560561345,42.94631710362047
32,1.5896356235850941,43.4906196702672,1.5813752801085894,44.9438202247191
33,1.5655544107610528,43.80329732802729,1.6281176066885774,43.320848938826465
34,1.5462624517354098,45.139283683911316,1.5433217444672034,48.064918851435706
35,1.5707520788366145,44.03069926094372,1.6641558051968997,42.82147315855181
36,1.581154466759075,43.88857305287095,1.5523838622119421,45.69288389513109
37,1.540535114028237,45.906765207504264,1.59563196497038,46.6916354556804
38,1.5192662271586332,45.25298465036953,1.5597463376470841,48.18976279650437
39,1.5076280241662805,46.81637293916998,1.5993233056416591,46.31710362047441
40,1.5100034074349837,45.56566230812962,1.5294729335806692,47.06616729088639
41,1.4971730069680647,45.53723706651506,1.5855061491736426,46.441947565543074
42,1.4966666308316317,46.16259238203524,1.5487614179191251,47.06616729088639
43,1.4848440289497375,47.043774872086416,1.5484807727267393,47.31585518102372
44,1.4542558718811383,46.759522455940875,1.5122202411652184,47.44069912609238
45,1.3990918029438366,49.715747583854466,1.4345403205101879,52.05992509363296
46,1.368088322877884,50.59693007390563,1.4206658316991077,51.68539325842697
47,1.3548543854193253,51.08015918135305,1.4220996192889288,51.186017478152316
48,1.3286935318600048,52.01819215463331,1.4082708258804184,53.05867665418227
49,1.3429834669286556,51.56338828880046,1.4178490472079899,51.68539325842697
50,1.3347520763223821,51.847640704945995,1.4029594304559465,53.558052434456926
