epoch,train_loss,train_acc,val_loss,val_acc
1,2.490801041776484,17.424673109721432,2.364776909351349,23.3458177278402
2,2.315149456804449,23.848777714610573,2.200478826577847,28.714107365792756
3,2.1850843061100353,26.69130187606595,2.0430450427990694,32.958801498127336
4,2.096462380886078,30.187606594656053,2.0343676197987337,32.70911360799001
5,2.0444331364198165,30.415008527572486,1.9888517741973584,33.58302122347066
6,1.9902503945610739,32.0636725412166,1.9620983646466181,35.08114856429464
7,1.9433229132132097,33.797612279704374,1.8672463790728495,37.32833957553059
8,1.8905878218737515,35.10517339397385,1.8876825456435864,37.578027465667915
9,1.8651214198632673,35.503126776577595,1.8859538132181535,37.70287141073658
10,1.8332029776139693,37.3507674815236,1.870589649448028,40.324594257178525
11,1.781860893422907,39.198408186469585,1.8415745210189085,39.45068664169788
12,1.7522449666803532,39.85218874360432,1.8332083620704138,41.69787765293383
13,1.7124566489999944,41.330301307561115,1.7821219637989998,43.1960049937578
14,1.6805631019852378,42.32518476407049,1.784908842581969,43.445692883895134
15,1.6520876971158114,43.74644684479818,1.8205739592130368,43.07116104868914
16,1.6239259936592796,44.68447981807845,1.8146765214892535,40.44943820224719
17,1.5817333416505293,45.93519044911882,1.7266909113297095,46.566791510611736
18,1.5458346984603188,46.532120523024446,1.7686485023452685,45.068664169787766
19,1.523540804602883,47.41330301307561,1.8020765466185718,46.31710362047441
20,1.5024448774077677,48.5218874360432,1.7755646017881541,47.31585518102372
21,1.437327382781289,51.39283683911313,1.779884258715006,46.81647940074906
22,1.432216687635942,50.82433200682206,1.7613738227922182,48.31460674157304
23,1.35314777656035,53.4963047185901,1.7817937135696411,49.68789013732834
24,1.3546605521982367,53.865832859579314,1.6795618379345307,49.68789013732834
25,1.332584151354703,54.40591245025582,1.8094674982130527,45.94257178526841
26,1.3039995908737183,54.519613416714044,1.7549583149644046,50.686641697877654
27,1.2741390764713287,56.083001705514505,1.7101470100191922,49.063670411985015
28,1.231533143195239,57.90221716884594,1.8442460109408085,45.81772784019975
29,1.2310822676528583,58.07276861853325,1.7797826603055,51.9350811485643
30,1.204899257963354,59.57930642410461,1.7095441838296561,52.43445692883895
31,1.1664265150373632,60.03411028993746,1.7412337523240309,50.686641697877654
32,1.1302694277329879,61.085844229675956,1.7699334036845427,52.30961298377028
33,1.0992235514250668,62.677657760090966,1.756226890362226,51.56054931335831
34,1.0763247240673413,62.76293348493462,1.771930130915,53.05867665418227
35,1.09979053681547,62.33655486071632,1.858753274839658,51.56054931335831
36,1.0481142103672028,64.29789653212052,1.8022296705211585,49.43820224719101
37,1.0251830653710798,64.75270039795338,1.7980807377741888,51.81023720349563
38,1.007261989333413,65.32120523024446,1.6933773182905638,53.308364544319595
39,0.972123119505969,66.45821489482661,1.7906398489498174,51.81023720349563
40,0.9681264405900781,66.74246731097215,1.8163412656061924,52.30961298377028
41,0.953102643923326,67.197271176805,1.8420529772455876,54.55680399500624
42,0.9340490373698148,67.6236498010233,1.9430889240824258,51.9350811485643
43,0.9533149833028967,68.07845366685616,1.838370519475295,54.18227215980025
44,0.9267393551089547,67.68050028425242,1.8205243728768368,54.05742821473159
45,0.8867226692763241,69.81239340534394,1.866739936459523,55.0561797752809
46,0.8906610543077642,69.67026719727117,1.9249217793918574,52.80898876404494
47,0.8694537658583034,69.64184195565663,1.8746890912835414,52.43445692883895
48,0.8459942256862467,70.75042637862423,1.8367117173396623,54.55680399500624
49,0.8705439954996109,70.23877202956224,1.909196288539813,52.43445692883895
50,0.8595007200132717,71.29050596930074,1.881392317895706,53.807740324594256
